PO Number,PO Item,Latest Valid GR,Latest Valid GR Posting Date,GR Amt,Invoice Amt,Down Payment Amt,Down Payment Clearing
4500001854,180,,,13946.9,13946.9,0.0,0.0
4500001855,10,,,77.43,77.43,0.0,0.0
4500001856,10,,,32.74,32.74,0.0,0.0
4500001856,20,,,73.45,73.45,0.0,0.0
4500001856,30,,,42.48,42.48,0.0,0.0
4500001857,10,,,1380.53,1380.53,0.0,0.0
4500001857,20,,,216.81,216.81,0.0,0.0
4500001857,30,,,6106.19,6106.19,0.0,0.0
4500001857,40,,,8150.44,8150.44,0.0,0.0
4500001857,50,,,2433.63,2433.63,0.0,0.0
4500001857,60,,,1561.06,1561.06,0.0,0.0
4500001857,70,,,3504.42,3504.42,0.0,0.0
4500001858,10,,,30711.5,30711.5,0.0,0.0
4500001858,20,,,19624.78,19624.78,0.0,0.0
4500001858,30,,,14362.83,14362.83,0.0,0.0
4500001858,50,,,5600.88,5600.88,0.0,0.0
4500001858,60,,,3031.42,3031.82,0.0,0.0
4500001858,70,,,3031.42,3031.82,0.0,0.0
4500001858,80,,,6541.59,6541.89,0.0,0.0
4500001858,90,,,6541.59,6541.89,0.0,0.0
4500001859,10,,,929.2,929.2,0.0,0.0
4500001859,20,,,902.65,902.65,0.0,0.0
4500001859,50,,,477.88,477.88,0.0,0.0
4500001859,60,,,1185.84,1185.84,0.0,0.0
4500001859,70,,,119.47,119.47,0.0,0.0
4500001859,80,,,1106.19,1106.19,0.0,0.0
4500001860,10,,,9769.91,9769.91,0.0,0.0
4500001861,10,,,66.37,66.37,0.0,0.0
4500001862,10,,,1150.44,1150.44,0.0,0.0
4500001862,20,,,879.65,879.65,0.0,0.0
4500001862,30,,,439.82,439.82,0.0,0.0
4500001862,40,,,702.65,702.65,0.0,0.0
4500001863,10,,,318.58,318.58,0.0,0.0
4500001864,10,,,1238.94,0.0,0.0,0.0
4500001865,10,,,1929.2,1929.2,0.0,0.0
4500001865,20,,,415.93,415.93,0.0,0.0
4500001866,10,,,681.42,681.42,0.0,0.0
4500001866,20,,,243.36,243.36,0.0,0.0
4500001866,30,,,18.05,18.05,0.0,0.0
4500001866,40,,,7.61,7.61,0.0,0.0
4500001866,50,,,5.84,5.84,0.0,0.0
4500001867,10,,,5752.21,5752.2,0.0,0.0
4500001867,20,,,176.99,176.98,0.0,0.0
4500001868,10,5000003861,20230309,880.0,880.0,0.0,0.0
4500001869,10,5000003862,20230309,880.0,880.0,0.0,0.0
4500001870,10,5000003860,20230309,600.0,600.0,0.0,0.0
4500001871,10,5000003859,20230309,880.0,880.0,0.0,0.0
4500001872,10,,,0.0,0.0,0.0,0.0
4500001873,10,5000003856,20230309,475.36,475.36,0.0,0.0
4500001874,10,,,0.0,0.0,0.0,0.0
4500001875,10,5000003842,20230309,82.0,82.0,0.0,0.0
4500001875,20,5000003842,20230309,60.0,60.0,0.0,0.0
4500001875,30,5000003842,20230309,87.78,87.78,0.0,0.0
4500001875,40,5000003842,20230309,60.0,60.0,0.0,0.0
4500001875,50,5000003842,20230309,158.0,158.0,0.0,0.0
4500001875,60,5000003842,20230309,1265.0,1265.0,0.0,0.0
4500001875,70,5000003842,20230309,240.0,240.0,0.0,0.0
4500001875,80,5000003842,20230309,700.0,700.0,0.0,0.0
4500001876,10,5000003821,20230309,34.2,34.2,0.0,0.0
4500001876,20,5000005705,20230328,22.1,22.1,0.0,0.0
4500001876,30,5000005705,20230328,30.52,30.5,0.0,0.0
4500001876,40,5000005705,20230328,308.6,308.6,0.0,0.0
4500001876,50,5000003821,20230309,221.4,221.45,0.0,0.0
4500001876,60,5000003821,20230309,250.0,250.0,0.0,0.0
4500001876,70,5000003821,20230309,65.0,65.0,0.0,0.0
4500001877,10,5000009782,20230510,1598.5,1598.5,0.0,0.0
4500001877,20,5000010885,20230524,975.0,975.0,0.0,0.0
4500001878,10,5000006712,20230405,6010.0,6010.25,0.0,0.0
4500001878,20,5000006712,20230405,68450.0,68450.0,0.0,0.0
4500001880,10,5000003732,20230308,1450.0,1450.0,0.0,0.0
4500001880,20,5000003732,20230308,99.0,99.0,0.0,0.0
4500001881,10,5000003863,20230309,2100.0,2100.0,0.0,0.0
4500001882,10,5000003864,20230309,3260.0,3260.0,0.0,0.0
4500001883,10,5000003865,20230309,1019.0,1019.0,0.0,0.0
4500001884,10,5000003867,20230309,1133.0,1133.0,0.0,0.0
4500001885,10,5000003731,20230308,1200.0,1200.0,0.0,0.0
4500001885,20,5000003731,20230308,81.93,81.93,0.0,0.0
4500001886,30,,,169.91,169.91,0.0,0.0
4500001886,220,,,1256.64,1256.64,0.0,0.0
4500001886,510,,,343.36,343.38,0.0,0.0
4500001886,610,,,22964.6,22964.6,0.0,0.0
4500001887,10,,,4247.79,4247.79,0.0,0.0
4500001888,10,,,513.27,0.0,0.0,0.0
4500001889,10,5000003561,20230306,1103431.86,1094582.3,0.0,0.0
4500001890,10,5000003810,20230228,3097.34,3097.35,0.0,0.0
4500001891,10,5000003869,20230309,1600.0,1600.0,0.0,0.0
4500001892,10,5000005197,20230321,4470.0,4470.0,0.0,0.0
4500001892,20,5000005197,20230321,305.19,305.19,0.0,0.0
4500001893,10,,,417.7,417.7,0.0,0.0
4500001893,20,,,584.07,584.07,0.0,0.0
4500001894,10,5000003870,20230309,500.0,500.0,0.0,0.0
4500001895,10,5000003741,20230308,51.55,51.55,0.0,0.0
4500001895,20,5000003741,20230308,225.6,225.6,0.0,0.0
4500001895,30,5000003741,20230308,67.5,67.5,0.0,0.0
4500001895,40,5000003741,20230308,154.5,154.5,0.0,0.0
4500001895,50,5000003741,20230308,322.0,322.0,0.0,0.0
4500001895,60,5000003741,20230308,45.0,45.0,0.0,0.0
4500001896,10,5000003871,20230309,409.09,409.09,0.0,0.0
4500001896,20,5000003871,20230309,150.0,150.0,0.0,0.0
4500001897,10,5000003742,20230308,56.22,56.22,0.0,0.0
4500001897,20,5000003742,20230308,128.0,128.0,0.0,0.0
4500001897,30,5000003742,20230308,53.4,53.4,0.0,0.0
4500001898,10,5000003743,20230308,60.0,60.0,0.0,0.0
4500001899,10,5000003735,20230308,1200.0,1200.0,0.0,0.0
4500001899,20,5000003735,20230308,81.93,81.93,0.0,0.0
4500001900,10,5000003588,20230228,26000.0,23008.85,0.0,0.0
4500001901,10,,,4424.8,4424.78,0.0,0.0
4500001901,20,,,3964.61,3964.6,0.0,0.0
4500001901,30,,,6371.68,6371.68,0.0,0.0
4500001901,40,,,7964.62,7964.6,0.0,0.0
4500001902,10,5000003740,20230308,8595.0,8595.0,0.0,0.0
4500001902,20,5000003740,20230308,740.0,740.0,0.0,0.0
4500001902,30,5000003740,20230308,13440.0,13440.0,0.0,0.0
4500001902,40,5000003740,20230308,5490.0,5490.0,0.0,0.0
4500001903,10,5000003739,20230308,150.0,150.0,0.0,0.0
4500001904,10,5000003738,20230308,2185.0,2185.0,0.0,0.0
4500001905,10,5000003748,20230308,2185.0,2185.0,0.0,0.0
4500001906,10,5000003747,20230308,2413.0,2413.0,0.0,0.0
4500001907,10,5000003746,20230308,2329.0,2329.0,0.0,0.0
4500001908,10,5000003745,20230308,2154.0,2154.0,0.0,0.0
4500001909,10,5000003744,20230308,2154.0,2154.0,0.0,0.0
4500001910,10,5000003755,20230308,2081.0,2081.0,0.0,0.0
4500001911,10,5000003754,20230308,2258.0,2258.0,0.0,0.0
4500001912,10,5000003753,20230308,2185.0,2185.0,0.0,0.0
4500001913,10,5000003752,20230308,2185.0,2185.0,0.0,0.0
4500001914,10,5000003751,20230308,2009.0,2009.0,0.0,0.0
4500001915,10,5000003750,20230308,2009.0,2009.0,0.0,0.0
4500001916,10,5000003756,20230308,2025.0,2025.0,0.0,0.0
4500001917,10,,,576.0,576.0,0.0,0.0
4500001917,20,,,576.0,576.0,0.0,0.0
4500001917,30,,,400.0,400.0,0.0,0.0
4500001917,40,,,816.0,816.0,0.0,0.0
4500001917,50,,,240.0,240.0,0.0,0.0
4500001918,10,5000003749,20230308,36980.0,860.0,0.0,0.0
4500001919,10,,,123661.99,123661.99,0.0,0.0
4500001919,20,,,123275.18,123275.18,0.0,0.0
4500001919,30,,,61946.9,61946.9,0.0,0.0
4500001919,40,,,14017.7,14017.7,0.0,0.0
4500001919,50,,,7876.11,7876.11,0.0,0.0
4500001919,60,,,15269.92,15269.92,0.0,0.0
4500001919,70,,,14601.77,14601.77,0.0,0.0
4500001919,80,,,2883.98,2883.98,0.0,0.0
4500001919,90,,,6283.19,6283.19,0.0,0.0
4500001919,100,,,75221.24,75221.24,0.0,0.0
4500001919,110,,,9070.8,9070.8,0.0,0.0
4500001919,120,,,13274.34,13274.34,0.0,0.0
4500001920,10,,,48672.57,48672.57,0.0,0.0
4500001921,10,,,95.58,95.58,0.0,0.0
4500001921,20,,,1274.34,1274.34,0.0,0.0
4500001921,30,,,796.46,796.46,0.0,0.0
4500001921,40,,,84.07,84.07,0.0,0.0
4500001922,10,,,637.17,637.17,0.0,0.0
4500001923,10,,,0.0,0.0,0.0,0.0
4500001923,20,,,0.0,0.0,0.0,0.0
4500001924,10,,,2230.09,2230.09,0.0,0.0
4500001925,10,,,353.98,353.98,0.0,0.0
4500001925,20,,,353.98,353.98,0.0,0.0
4500001925,30,,,433.63,433.63,0.0,0.0
4500001926,10,,,3539.82,3539.82,0.0,0.0
4500001926,20,,,7522.12,7522.11,0.0,0.0
4500001926,30,,,3761.06,3761.06,0.0,0.0
4500001926,60,,,16283.19,16283.19,0.0,0.0
4500001926,70,,,4152.21,4152.21,0.0,0.0
4500001926,80,,,3539.82,3539.82,0.0,0.0
4500001926,90,,,10690.27,10690.27,0.0,0.0
4500001927,10,,,159.29,159.29,0.0,0.0
4500001928,10,,,1839.82,1839.82,0.0,0.0
4500001928,20,,,2142.48,2142.48,0.0,0.0
4500001928,30,,,525.66,525.66,0.0,0.0
4500001928,40,,,7438.94,7438.93,0.0,0.0
4500001928,50,,,1991.15,1991.15,0.0,0.0
4500001928,60,,,371.68,371.68,0.0,0.0
4500001928,70,,,278.76,278.76,0.0,0.0
4500001928,80,,,371.68,371.68,0.0,0.0
4500001928,90,,,5591.15,5591.15,0.0,0.0
4500001928,100,,,23081.42,23081.42,0.0,0.0
4500001928,110,,,47309.73,47309.73,0.0,0.0
4500001928,120,,,10035.4,10035.4,0.0,0.0
4500001929,10,,,2863.72,2863.71,0.0,0.0
4500001929,20,,,1486.73,1486.73,0.0,0.0
4500001929,30,,,13808.85,13808.85,0.0,0.0
4500001929,40,,,2159.29,2159.29,0.0,0.0
4500001930,10,,,1102927.43,1085228.32,0.0,0.0
4500001931,10,,,3799.0,3799.0,0.0,0.0
4500001931,20,,,13000.0,13000.0,0.0,0.0
4500001932,10,,,16223.89,16223.89,0.0,0.0
4500001932,20,,,4292.92,4292.92,0.0,0.0
4500001932,80,,,1130.97,1130.97,0.0,0.0
4500001932,90,,,780.53,780.53,0.0,0.0
4500001933,30,,,3440.71,3440.71,0.0,0.0
4500001933,40,,,63.72,63.72,0.0,0.0
4500001933,50,,,13882.3,13882.31,0.0,0.0
4500001933,60,,,501.77,501.77,0.0,0.0
4500001934,10,,,17330.97,17330.97,0.0,0.0
4500001934,20,,,14017.7,14017.7,0.0,0.0
4500001934,30,,,28617.7,28780.53,0.0,0.0
4500001934,40,,,6338.5,6338.5,0.0,0.0
4500001934,50,,,45730.09,45730.09,0.0,0.0
4500001934,60,,,4347.35,4347.35,0.0,0.0
4500001934,70,,,12516.81,12516.81,0.0,0.0
4500001934,80,,,2407.08,2407.08,0.0,0.0
4500001935,10,,,7699.12,7699.11,0.0,0.0
4500001936,10,,,1898.23,1898.23,0.0,0.0
4500001936,20,,,19128.31,19128.31,0.0,0.0
4500001936,30,,,876.11,876.11,0.0,0.0
4500001937,10,,,11787.61,11787.61,0.0,0.0
4500001937,20,,,1309.73,1309.73,0.0,0.0
4500001939,20,,,10959.29,10959.29,0.0,0.0
4500001939,30,,,1019.47,1019.47,0.0,0.0
4500001939,40,,,7773.45,7773.45,0.0,0.0
4500001939,50,,,1911.5,1911.5,0.0,0.0
4500001940,10,,,1532.88,1532.87,0.0,0.0
4500001940,20,,,531.81,531.81,0.0,0.0
4500001940,30,,,5161.73,5161.73,0.0,0.0
4500001940,40,,,1220.04,1220.04,0.0,0.0
4500001941,10,,,28460.18,28460.18,0.0,0.0
4500001941,20,,,14230.09,14230.09,0.0,0.0
4500001942,10,,,4778.76,4778.76,0.0,0.0
4500001943,10,,,3849.56,3849.56,0.0,0.0
4500001944,10,,,2619.47,2619.47,0.0,0.0
4500001945,10,5000003653,20230301,62090.38,62090.38,0.0,0.0
4500001946,10,5000004911,20230317,1200.0,1200.0,0.0,0.0
4500001946,20,5000004911,20230317,81.93,81.93,0.0,0.0
4500001947,10,5000004863,20230317,12.0,12.0,0.0,0.0
4500001947,20,5000004863,20230317,12.0,12.0,0.0,0.0
4500001947,30,5000004863,20230317,32.0,32.0,0.0,0.0
4500001947,40,5000004863,20230317,8.0,8.0,0.0,0.0
4500001947,50,5000004863,20230317,77.0,77.0,0.0,0.0
4500001947,60,5000004863,20230317,120.26,120.26,0.0,0.0
4500001947,70,5000004863,20230317,98.24,98.24,0.0,0.0
4500001947,80,5000004863,20230317,11.0,11.0,0.0,0.0
4500001947,90,5000004863,20230317,7.5,7.5,0.0,0.0
4500001947,100,5000004863,20230317,0.0,0.0,0.0,0.0
4500001948,10,5000005187,20230321,892.5,892.5,0.0,0.0
4500001949,10,5000003680,20230307,1900.0,1900.0,0.0,0.0
4500001950,10,,,7691.04,7691.04,0.0,0.0
4500001950,30,,,11973.56,11973.56,0.0,0.0
4500001950,40,,,13080.6,13080.6,0.0,0.0
4500001950,60,,,12436.77,12436.77,0.0,0.0
4500001950,70,,,14074.25,14074.25,0.0,0.0
4500001950,80,,,5721.24,5721.24,0.0,0.0
4500001950,90,,,11442.48,11442.48,0.0,0.0
4500001950,100,,,2067.65,2067.65,0.0,0.0
4500001950,110,,,3089.47,3089.47,0.0,0.0
4500001951,10,5000003737,20230308,1100.0,1100.0,0.0,0.0
4500001951,20,5000003737,20230308,75.1,75.1,0.0,0.0
4500001952,10,5000003904,20230309,720.44,720.44,0.0,0.0
4500001952,20,5000003904,20230309,25.0,25.0,0.0,0.0
4500001953,10,5000003736,20230308,1200.0,1200.0,0.0,0.0
4500001953,20,5000003736,20230308,81.93,81.93,0.0,0.0
4500001954,10,5000007593,20230417,765.7,765.7,0.0,0.0
4500001955,10,,,115.04,115.04,0.0,0.0
4500001956,20,,,7492.83,7492.82,0.0,0.0
4500001956,50,,,3447.88,3447.88,0.0,0.0
4500001956,60,,,20183.36,20183.36,0.0,0.0
4500001956,70,,,6833.63,6833.63,0.0,0.0
4500001956,90,,,2867.26,2867.26,0.0,0.0
4500001956,100,,,383.63,383.63,0.0,0.0
4500001956,110,,,465.93,465.93,0.0,0.0
4500001956,200,,,8093.36,8093.36,0.0,0.0
4500001957,10,,,2265.49,2265.49,0.0,0.0
4500001958,10,,,254.87,254.87,0.0,0.0
4500001959,10,,,148.67,148.67,0.0,0.0
4500001959,20,,,2081.42,2081.42,0.0,0.0
4500001960,10,,,672.57,672.57,0.0,0.0
4500001962,10,5000003681,20230307,360.0,360.0,0.0,0.0
4500001963,10,5000003682,20230307,423.9,423.9,0.0,0.0
4500001963,20,5000003682,20230307,660.0,660.0,0.0,0.0
4500001963,30,5000003682,20230307,30.47,30.47,0.0,0.0
4500001963,40,5000003682,20230307,165.0,165.0,0.0,0.0
4500001963,50,5000003682,20230307,103.0,103.0,0.0,0.0
4500001963,60,5000003682,20230307,668.0,668.0,0.0,0.0
4500001963,70,5000003682,20230307,375.1,375.1,0.0,0.0
4500001963,80,5000003682,20230307,352.0,352.0,0.0,0.0
4500001963,90,5000003682,20230307,107.0,107.0,0.0,0.0
4500001963,100,5000003682,20230307,502.92,502.92,0.0,0.0
4500001963,110,5000003682,20230307,46.82,46.82,0.0,0.0
4500001964,10,5000003684,20230307,352.0,352.0,0.0,0.0
4500001964,20,5000003684,20230307,25.08,25.08,0.0,0.0
4500001965,10,5000003683,20230307,519.3,519.3,0.0,0.0
4500001965,20,5000003683,20230307,160.0,160.0,0.0,0.0
4500001965,30,5000003683,20230307,40.0,40.0,0.0,0.0
4500001965,40,5000003683,20230307,100.0,100.0,0.0,0.0
4500001965,50,5000003683,20230307,53.4,53.4,0.0,0.0
4500001965,60,5000003683,20230307,69.05,69.05,0.0,0.0
4500001965,70,5000003683,20230307,24.2,24.2,0.0,0.0
4500001966,10,,,5840.71,5840.71,0.0,0.0
4500001967,40,,,3989.38,3989.38,0.0,0.0
4500001967,220,,,81.42,81.42,0.0,0.0
4500001967,230,,,12212.39,12212.39,0.0,0.0
4500001968,10,,,7.08,7.08,0.0,0.0
4500001969,10,,,464.6,464.6,0.0,0.0
4500001970,10,,,0.0,0.0,0.0,0.0
4500001971,70,,,3185.84,3185.84,0.0,0.0
4500001971,80,,,21238.94,21238.94,0.0,0.0
4500001971,130,,,184070.8,184070.8,0.0,0.0
4500001971,140,,,47858.41,47858.41,0.0,0.0
4500001972,10,5000003685,20230307,1044.55,1044.55,0.0,0.0
4500001973,10,5000010132,20230516,4470.0,4470.0,0.0,0.0
4500001973,20,5000010132,20230516,305.19,305.19,0.0,0.0
4500001974,10,5000003895,20230309,250.0,250.0,0.0,0.0
4500001975,10,,,0.0,0.0,0.0,0.0
4500001975,20,,,0.0,0.0,0.0,0.0
4500001975,30,,,0.0,0.0,0.0,0.0
4500001975,40,,,42.48,42.48,0.0,0.0
4500001975,50,,,35.4,35.4,0.0,0.0
4500001975,60,,,230.09,230.09,0.0,0.0
4500001975,70,,,429.2,429.2,0.0,0.0
4500001975,80,,,17.26,17.26,0.0,0.0
4500001975,100,,,150.44,150.44,0.0,0.0
4500001975,110,,,6.19,6.19,0.0,0.0
4500001975,120,,,5.75,5.75,0.0,0.0
4500001975,130,,,21.02,21.02,0.0,0.0
4500001975,140,,,876.11,876.11,0.0,0.0
4500001975,150,,,0.0,0.0,0.0,0.0
4500001975,160,,,151.77,151.77,0.0,0.0
4500001977,10,5000003880,20230309,1293.0,1292.32,0.0,0.0
4500001979,10,5000003798,20230308,222.0,223.2,0.0,0.0
4500001979,20,5000003798,20230308,6750.0,6750.0,0.0,0.0
4500001979,30,5000003798,20230308,2890.28,2890.28,0.0,0.0
4500001979,40,5000003798,20230308,152.09,152.09,0.0,0.0
4500001980,10,5000003799,20230308,10135.2,10135.2,0.0,0.0
4500001981,10,,,10380.53,0.0,0.0,0.0
4500001982,10,,,920.35,920.35,0.0,0.0
4500001982,20,,,663.72,663.72,0.0,0.0
4500001983,10,,,185.84,185.84,0.0,0.0
4500001984,150,,,89823.01,88283.19,0.0,0.0
4500001986,10,,,0.0,0.0,0.0,0.0
4500001986,20,,,0.0,0.0,0.0,0.0
4500001986,30,,,0.0,0.0,0.0,0.0
4500001987,10,,,882.74,997.5,0.0,0.0
4500001987,20,,,9292.04,10500.0,0.0,0.0
4500001987,30,,,376.99,426.0,0.0,0.0
4500001987,40,,,513.27,580.0,0.0,0.0
4500001988,10,,,8141.59,8141.59,0.0,0.0
4500001989,10,,,1480.09,1480.09,0.0,0.0
4500001990,10,5000003917,20230309,1020.0,1020.0,0.0,0.0
4500001991,10,5000003827,20230309,251.7,251.7,0.0,0.0
4500001992,10,5000003828,20230309,335.6,335.6,0.0,0.0
4500001993,10,5000003830,20230309,419.5,419.5,0.0,0.0
4500001994,10,5000003831,20230309,293.65,293.65,0.0,0.0
4500001995,10,5000005196,20230321,14686.0,14686.0,0.0,0.0
4500001995,20,5000005196,20230321,2280.0,2280.0,0.0,0.0
4500001996,10,5000003832,20230309,96.26,96.27,0.0,0.0
4500001996,20,5000003832,20230309,1914.0,1914.0,0.0,0.0
4500001996,30,5000003832,20230309,1601.6,1601.6,0.0,0.0
4500001996,40,5000003832,20230309,983.97,983.97,0.0,0.0
4500001996,50,5000003832,20230309,1191.96,1188.05,0.0,0.0
4500001996,60,5000003832,20230309,973.5,973.5,0.0,0.0
4500001996,70,5000003832,20230309,91.26,91.26,0.0,0.0
4500001996,80,5000003832,20230309,80.1,80.1,0.0,0.0
4500001996,90,5000003832,20230309,244.35,244.35,0.0,0.0
4500001996,100,5000003832,20230309,374.08,374.08,0.0,0.0
4500001996,110,5000003832,20230309,60.0,60.0,0.0,0.0
4500001996,120,5000003832,20230309,687.0,687.0,0.0,0.0
4500001996,130,5000003832,20230309,47.73,47.73,0.0,0.0
4500001996,140,5000003832,20230309,70.2,70.2,0.0,0.0
4500001996,150,5000003832,20230309,95.31,95.32,0.0,0.0
4500001996,160,5000003832,20230309,168.66,168.66,0.0,0.0
4500001996,170,5000003832,20230309,80.97,80.97,0.0,0.0
4500001996,180,5000003832,20230309,46.26,46.26,0.0,0.0
4500001996,190,5000003832,20230309,268.5,268.5,0.0,0.0
4500001996,200,5000003832,20230309,36.0,36.0,0.0,0.0
4500001996,210,5000003832,20230309,448.0,448.0,0.0,0.0
4500001996,220,5000003832,20230309,189.54,189.54,0.0,0.0
4500001996,230,5000003832,20230309,203.4,203.4,0.0,0.0
4500001996,240,5000003832,20230309,379.08,379.09,0.0,0.0
4500001996,250,5000003832,20230309,406.35,406.36,0.0,0.0
4500001997,10,5000003833,20230309,182.94,182.94,0.0,0.0
4500001997,20,5000003833,20230309,167.64,167.64,0.0,0.0
4500001997,30,5000003833,20230309,158.4,158.4,0.0,0.0
4500001998,10,5000003834,20230309,25.08,25.08,0.0,0.0
4500001999,10,5000003835,20230309,2135.1,2135.1,0.0,0.0
4500001999,20,5000003835,20230309,242.0,242.0,0.0,0.0
4500001999,30,5000003835,20230309,407.0,407.0,0.0,0.0
4500001999,40,5000003835,20230309,379.5,379.5,0.0,0.0
4500002000,10,5000003836,20230309,1201.2,1201.2,0.0,0.0
4500002000,20,5000003836,20230309,60.0,60.0,0.0,0.0
4500002000,30,5000003836,20230309,180.8,180.8,0.0,0.0
4500002000,40,5000003836,20230309,52.28,52.28,0.0,0.0
4500002000,50,5000003836,20230309,46.1,46.1,0.0,0.0
4500002000,60,5000003836,20230309,51.86,51.86,0.0,0.0
4500002000,70,5000003836,20230309,39.26,39.26,0.0,0.0
4500002001,10,5000003837,20230309,54.81,54.81,0.0,0.0
4500002001,20,5000003837,20230309,270.0,270.0,0.0,0.0
4500002002,10,5000003838,20230309,1875.0,1875.0,0.0,0.0
4500002003,10,,,74.34,74.34,0.0,0.0
4500002003,20,,,87.61,87.61,0.0,0.0
4500002004,10,5000003839,20230309,2640.0,2640.0,0.0,0.0
4500002004,20,5000003839,20230309,834.0,834.0,0.0,0.0
4500002005,10,,,165663.72,0.0,0.0,0.0
4500002006,10,5000003840,20230309,341.76,341.76,0.0,0.0
4500002007,10,5000004917,20230317,1450.0,1450.0,0.0,0.0
4500002007,20,5000004917,20230317,99.0,99.0,0.0,0.0
4500002007,30,5000004917,20230317,1450.0,1450.0,0.0,0.0
4500002007,40,5000004917,20230317,99.0,99.0,0.0,0.0
4500002008,10,5000005439,20230324,2750.0,2750.0,0.0,0.0
4500002008,20,5000005439,20230324,187.76,187.76,0.0,0.0
4500002009,10,5000004919,20230317,1100.0,1100.0,0.0,0.0
4500002009,20,5000004919,20230317,75.1,75.1,0.0,0.0
4500002009,30,5000004919,20230317,1100.0,1100.0,0.0,0.0
4500002009,40,5000004919,20230317,75.1,75.1,0.0,0.0
4500002010,10,,,1938.05,1938.05,0.0,0.0
4500002010,20,,,46.02,46.01,0.0,0.0
4500002011,10,,,10353.98,10353.98,0.0,0.0
4500002012,10,,,424.78,424.78,0.0,0.0
4500002012,110,,,212.39,212.39,0.0,0.0
4500002012,120,,,309.73,309.73,0.0,0.0
4500002012,130,,,4690.27,4690.27,0.0,0.0
4500002013,10,,,164104.36,164104.36,0.0,0.0
4500002013,20,,,110047.57,110039.87,0.0,0.0
4500002013,30,,,675491.95,675486.08,0.0,0.0
4500002013,40,,,542256.45,542256.45,0.0,0.0
4500002013,50,,,75107.5,75107.5,0.0,0.0
4500002014,10,,,2123.89,2123.89,0.0,0.0
4500002014,20,,,4358.41,4358.41,0.0,0.0
4500002014,30,,,2283.19,2283.19,0.0,0.0
4500002014,40,,,3646.02,3646.02,0.0,0.0
4500002014,50,,,2615.04,2615.04,0.0,0.0
4500002014,60,,,287.61,287.61,0.0,0.0
4500002014,70,,,1141.59,1141.59,0.0,0.0
4500002014,80,,,530.97,530.97,0.0,0.0
4500002014,90,,,690.27,690.27,0.0,0.0
4500002014,110,,,2389.38,2389.38,0.0,0.0
4500002015,10,5000003841,20230309,1287.0,1287.0,0.0,0.0
4500002015,20,5000003841,20230309,2359.5,2359.5,0.0,0.0
4500002015,30,5000003841,20230309,400.4,400.4,0.0,0.0
4500002015,40,5000003841,20230309,400.4,400.4,0.0,0.0
4500002015,50,5000003841,20230309,327.99,327.99,0.0,0.0
4500002015,60,5000003841,20230309,594.0,594.0,0.0,0.0
4500002015,70,5000003841,20230309,324.5,324.5,0.0,0.0
4500002015,80,5000003841,20230309,230.0,230.0,0.0,0.0
4500002015,90,5000003841,20230309,15.0,15.0,0.0,0.0
4500002015,100,5000003841,20230309,475.2,475.2,0.0,0.0
4500002016,10,5000004921,20230317,1200.0,1200.0,0.0,0.0
4500002016,20,5000004921,20230317,81.93,81.93,0.0,0.0
4500002017,660,,,66717.45,66717.45,0.0,0.0
4500002018,10,,,175.22,175.22,0.0,0.0
4500002018,20,,,291.15,291.15,0.0,0.0
4500002019,10,5000004920,20230317,1200.0,1200.0,0.0,0.0
4500002019,20,5000004920,20230317,81.93,81.93,0.0,0.0
4500002020,10,,,496.46,0.0,0.0,0.0
4500002021,10,5000003824,20230309,90.0,90.68,0.0,0.0
4500002021,20,5000003824,20230309,958.0,957.96,0.0,0.0
4500002021,30,5000003824,20230309,299.22,299.23,0.0,0.0
4500002021,40,5000003824,20230309,38.16,38.16,0.0,0.0
4500002021,50,5000003824,20230309,960.8,960.87,0.0,0.0
4500002021,60,5000003824,20230309,496.0,495.6,0.0,0.0
4500002021,70,5000003824,20230309,300.0,300.0,0.0,0.0
4500002021,80,5000003824,20230309,372.0,371.25,0.0,0.0
4500002021,90,5000003824,20230309,370.0,370.0,0.0,0.0
4500002021,100,5000003824,20230309,293.1,293.1,0.0,0.0
4500002021,110,5000003824,20230309,400.0,400.0,0.0,0.0
4500002022,10,5000003826,20230309,175.0,159.09,0.0,0.0
4500002023,10,5000003844,20230228,64828.68,64828.68,0.0,0.0
4500002024,10,,,63485.23,63485.21,0.0,0.0
4500002025,10,,,56112.18,56112.18,0.0,0.0
4500002026,10,,,57856.31,57856.31,0.0,0.0
4500002027,10,5000003801,20230228,340.71,340.71,0.0,0.0
4500002028,10,,,55928.36,55928.36,0.0,0.0
4500002029,10,,,63664.61,63664.61,0.0,0.0
4500002030,10,,,59868.57,59868.57,0.0,0.0
4500002031,10,5000005252,20230322,785.4,785.4,0.0,0.0
4500002031,20,5000005252,20230322,35.0,35.0,0.0,0.0
4500002032,10,,,49499.94,49499.94,0.0,0.0
4500002033,10,,,69554.07,69554.07,0.0,0.0
4500002034,10,,,0.0,0.0,0.0,0.0
4500002035,10,,,65381.81,65381.81,0.0,0.0
4500002036,10,,,407.08,407.08,0.0,0.0
4500002037,10,,,65172.02,65172.02,0.0,0.0
4500002038,10,,,51613.22,51613.22,0.0,0.0
4500002039,10,,,49051.07,49051.07,0.0,0.0
4500002040,10,,,0.0,0.0,0.0,0.0
4500002040,20,,,0.0,0.0,0.0,0.0
4500002040,30,,,0.0,0.0,0.0,0.0
4500002041,10,,,7079.65,7079.65,0.0,0.0
4500002042,10,,,15.93,15.93,0.0,0.0
4500002042,20,,,15.93,15.93,0.0,0.0
